strain	season_start	season_end	lbi
A/Tanzania/952/2011	2010-07-01	2011-07-01	0.6011
A/Tanzania/45/2011	2010-07-01	2011-07-01	0.8211
A/Pennsylvania/9/2010	2010-07-01	2011-07-01	1.7593
A/Peru/PER372/2010	2010-07-01	2011-07-01	1.2465
A/Peru/PER362/2011	2010-07-01	2011-07-01	0.7064
A/Peru/PER173/2010	2010-07-01	2011-07-01	1.0472
A/Peru/PER053/2010	2010-07-01	2011-07-01	1.1267
A/Johannesburg/113/2011	2010-07-01	2011-07-01	0.6226
A/Johannesburg/114/2011	2010-07-01	2011-07-01	0.6963
A/Johannesburg/94/2011	2010-07-01	2011-07-01	0.6304
A/Johannesburg/79/2011	2010-07-01	2011-07-01	0.6433
A/Ghana/FS/10-4462/2010	2010-07-01	2011-07-01	0.5834
A/Ghana/FS-10-4801/2010	2010-07-01	2011-07-01	0.4437
A/Nigeria/4126/2011	2010-07-01	2011-07-01	0.4948
A/Cameroon/10v-4414/2010	2010-07-01	2011-07-01	0.7257
A/Nigeria/3007/2010	2010-07-01	2011-07-01	0.9234
A/Cameroon/CAM13163HIN/2010	2010-07-01	2011-07-01	0.7119
A/Cameroon/CAM13602HIN/2010	2010-07-01	2011-07-01	0.5966
A/Ghana/FS-11-041/2011	2010-07-01	2011-07-01	1.1512
A/Ghana/731/2011	2010-07-01	2011-07-01	0.6359
A/Ghana/FS-11-132/2011	2010-07-01	2011-07-01	1.0269
A/Israel/18/11/2011	2010-07-01	2011-07-01	1.0196
A/Erzurum/TR-47/2010	2010-07-01	2011-07-01	1.4437
A/Malmo/10/2011	2010-07-01	2011-07-01	0.6839
A/Stockholm/16/2011	2010-07-01	2011-07-01	1.1552
A/Stockholm/18/2011	2010-07-01	2011-07-01	1.2655
A/Kazakhstan/2295/2011	2010-07-01	2011-07-01	1.2917
A/Durban/92/2011	2010-07-01	2011-07-01	0.7836
A/Johannesburg/78/2011	2010-07-01	2011-07-01	0.7689
A/Johannesburg/99/2011	2010-07-01	2011-07-01	0.7244
A/BuenosAires/165833/2011	2010-07-01	2011-07-01	0.4653
A/BuenosAires/65764/2011	2010-07-01	2011-07-01	0.4755
A/HoChiMinh/5527/2010	2010-07-01	2011-07-01	0.5797
A/HoChiMinh/5947/2010	2010-07-01	2011-07-01	0.5675
A/Alabama/5/2010	2010-07-01	2011-07-01	0.5835
A/HoChiMinh/6318/2010	2010-07-01	2011-07-01	0.5445
A/HoChiMinh/6117/2010	2010-07-01	2011-07-01	0.4260
A/Southauckland/15/2010	2010-07-01	2011-07-01	0.5095
A/Hiroshima/47/2010	2010-07-01	2011-07-01	0.6218
A/HongKong/6927/2010	2010-07-01	2011-07-01	0.4095
A/Pennsylvania/22/2010	2010-07-01	2011-07-01	0.4951
A/Lao/I697/2010	2010-07-01	2011-07-01	0.6366
A/Pennsylvania/11/2010	2010-07-01	2011-07-01	0.6162
A/Yamanashi/182/2010	2010-07-01	2011-07-01	0.8939
A/Louisiana/4/2010	2010-07-01	2011-07-01	0.7882
A/Vietnam/838/2010	2010-07-01	2011-07-01	1.1854
A/Florida/11/2011	2010-07-01	2011-07-01	0.5366
A/Victoria/650/2010	2010-07-01	2011-07-01	1.0494
A/Wisconsin/15/2010	2010-07-01	2011-07-01	0.8498
A/Townsville/3/2011	2010-07-01	2011-07-01	0.6646
A/Tennessee/F2031A/2011	2010-07-01	2011-07-01	0.4280
A/Alabama/13/2010	2010-07-01	2011-07-01	0.5833
A/Ohio/3/2011	2010-07-01	2011-07-01	0.4920
A/Wisconsin/19/2011	2010-07-01	2011-07-01	0.5458
A/Osaka/101/2011	2010-07-01	2011-07-01	0.5204
A/Osaka/99/2011	2010-07-01	2011-07-01	0.5657
A/Boston/DOA86/2011	2010-07-01	2011-07-01	0.5436
A/Boston/DOA75/2011	2010-07-01	2011-07-01	0.5654
A/Barbados/170/2010	2010-07-01	2011-07-01	0.8875
A/Ontario/C698767/2010	2010-07-01	2011-07-01	0.6225
A/ShanghaiLuwan/1400/2010	2010-07-01	2011-07-01	1.2344
A/Alaska/5/2010	2010-07-01	2011-07-01	1.3821
A/Idaho/5/2011	2010-07-01	2011-07-01	0.6932
A/Alaska/13/2011	2010-07-01	2011-07-01	0.6220
A/Alaska/15/2011	2010-07-01	2011-07-01	0.7876
A/Philippines/6/2010	2010-07-01	2011-07-01	1.2296
A/Florida/13/2011	2010-07-01	2011-07-01	0.5297
A/Norway/780/2010	2010-07-01	2011-07-01	1.8195
A/Ontario/C432471/2010	2010-07-01	2011-07-01	1.6859
A/Ontario/N91738/2010	2010-07-01	2011-07-01	1.5552
A/Ontario/C582093/2010	2010-07-01	2011-07-01	1.5794
A/Ontario/C4144/2011	2010-07-01	2011-07-01	0.9419
A/Ontario/C610464/2010	2010-07-01	2011-07-01	1.4586
A/Ontario/C575478/2010	2010-07-01	2011-07-01	1.6955
A/Ontario/C575589/2010	2010-07-01	2011-07-01	1.7120
A/Ontario/C575590/2010	2010-07-01	2011-07-01	1.7120
A/Ontario/C582096/2010	2010-07-01	2011-07-01	1.7469
A/Ontario/C582144/2010	2010-07-01	2011-07-01	1.7687
A/Ontario/C37332/2011	2010-07-01	2011-07-01	1.0032
A/Ontario/P21546/2010	2010-07-01	2011-07-01	1.7276
A/Ontario/P21548/2010	2010-07-01	2011-07-01	1.7276
A/Delaware/6/2010	2010-07-01	2011-07-01	1.0121
A/Mexico/6605/2010	2010-07-01	2011-07-01	1.2788
A/MexicoCity/WRAIR3569T/2010	2010-07-01	2011-07-01	1.0389
A/Chile/72/2011	2010-07-01	2011-07-01	0.6315
A/Victoria/500/2011	2010-07-01	2011-07-01	1.2785
A/Hyogo/10K034/2011	2010-07-01	2011-07-01	1.2316
A/Hyogo/10K054/2011	2010-07-01	2011-07-01	1.1748
A/Singapore/GP380/2011	2010-07-01	2011-07-01	1.5570
A/Tochigi/104/2010	2010-07-01	2011-07-01	2.4282
A/Singapore/H2010797/2010	2010-07-01	2011-07-01	2.8318
A/Mexico/4553/2010	2010-07-01	2011-07-01	3.7886
A/Colorado/9/2010	2010-07-01	2011-07-01	2.1312
A/Nevada/3/2010	2010-07-01	2011-07-01	4.9514
A/Pennsylvania/3/2011	2010-07-01	2011-07-01	1.8417
A/Thailand/KS08398/2010	2010-07-01	2011-07-01	3.1226
A/MexicoCity/WRAIR3579N/2010	2010-07-01	2011-07-01	2.5640
A/Ireland/11M27357/2011	2010-07-01	2011-07-01	1.5334
A/Southauckland/6/2011	2010-07-01	2011-07-01	1.1651
A/Pennsylvania/6/2011	2010-07-01	2011-07-01	1.6497
A/Connecticut/2/2011	2010-07-01	2011-07-01	2.1528
A/Brazil/1151/2011	2010-07-01	2011-07-01	1.2357
A/Toyama/95/2010	2010-07-01	2011-07-01	3.3965
A/Hawaii/15/2010	2010-07-01	2011-07-01	4.6324
A/Pennsylvania/8/2010	2010-07-01	2011-07-01	5.0525
A/Mississippi/5/2010	2010-07-01	2011-07-01	3.8593
A/DominicanRepublic/4319/2010	2010-07-01	2011-07-01	5.3452
A/SuratThani/23/2011	2010-07-01	2011-07-01	1.7013
A/Kitakyushu/8/2010	2010-07-01	2011-07-01	2.4138
A/NorthCarolina/13/2010	2010-07-01	2011-07-01	5.2217
A/MexicoCity/WRAIR3571N/2010	2010-07-01	2011-07-01	2.8379
A/MexicoCity/WRAIR3578N/2010	2010-07-01	2011-07-01	3.0386
A/California/17/2010	2010-07-01	2011-07-01	5.7770
A/Wisconsin/13/2010	2010-07-01	2011-07-01	4.0487
A/Singapore/KK118/2011	2010-07-01	2011-07-01	2.1367
A/Bangladesh/8004/2010	2010-07-01	2011-07-01	5.4795
A/Quebec/RV2804/2010	2010-07-01	2011-07-01	5.4084
A/Boston/DOA10/2011	2010-07-01	2011-07-01	2.6670
A/Bangladesh/2012/2010	2010-07-01	2011-07-01	6.8247
A/Bangladesh/3161/2010	2010-07-01	2011-07-01	5.6493
A/Singapore/GP4111/2010	2010-07-01	2011-07-01	5.4969
A/Peru/PER168/2010	2010-07-01	2011-07-01	3.6157
A/Hessen/4/2010	2010-07-01	2011-07-01	4.8117
A/Aichi/227/2011	2010-07-01	2011-07-01	1.8299
A/California/18/2010	2010-07-01	2011-07-01	6.9443
A/Quebec/RV1238/2011	2010-07-01	2011-07-01	1.8082
A/Colombia/6459/2011	2010-07-01	2011-07-01	1.6233
A/Florida/43/2010	2010-07-01	2011-07-01	3.6075
A/Kansas/9/2010	2010-07-01	2011-07-01	5.6114
A/NewHampshire/7/2011	2010-07-01	2011-07-01	1.9671
A/Alabama/7/2010	2010-07-01	2011-07-01	5.3596
A/Vermont/10/2011	2010-07-01	2011-07-01	2.7434
A/Gothenburg/1/2010	2010-07-01	2011-07-01	7.5252
A/Singapore/GP185/2011	2010-07-01	2011-07-01	3.2333
A/Indiana/6/2011	2010-07-01	2011-07-01	2.3828
A/Florida/27/2010	2010-07-01	2011-07-01	5.5433
A/Kentucky/12/2010	2010-07-01	2011-07-01	5.2112
A/Uppsala/3/2011	2010-07-01	2011-07-01	3.5433
A/Kansas/3/2011	2010-07-01	2011-07-01	3.2227
A/HongKong/2183/2010	2010-07-01	2011-07-01	9.4995
A/Wisconsin/23/2010	2010-07-01	2011-07-01	3.7225
A/Boston/DOA87/2011	2010-07-01	2011-07-01	1.6241
A/Umea/3/2011	2010-07-01	2011-07-01	1.4952
A/Vermont/13/2011	2010-07-01	2011-07-01	1.6595
A/Shiga/69/2011	2010-07-01	2011-07-01	1.7392
A/Guangdong/460/2010	2010-07-01	2011-07-01	5.1202
A/HongKong/6940/2010	2010-07-01	2011-07-01	3.9122
A/Minnesota/12/2011	2010-07-01	2011-07-01	1.6140
A/Wyoming/4/2010	2010-07-01	2011-07-01	8.9231
A/DistrictofColumbia/WRAIR1753P/2010	2010-07-01	2011-07-01	6.9124
A/Tanzania/1011/2010	2010-07-01	2011-07-01	6.9679
A/Nevada/8/2011	2010-07-01	2011-07-01	2.0586
A/Wakayama/154/2011	2010-07-01	2011-07-01	1.4650
A/Sakai/20/2011	2010-07-01	2011-07-01	3.0115
A/Aichi/221/2011	2010-07-01	2011-07-01	1.8444
A/Chile/6927/2010	2010-07-01	2011-07-01	8.6179
A/HongKong/2152/2010	2010-07-01	2011-07-01	9.3535
A/Singapore/H2010822/2010	2010-07-01	2011-07-01	4.6816
A/Georgia/16/2010	2010-07-01	2011-07-01	6.0863
A/Ulaanbaatar/3849/2010	2010-07-01	2011-07-01	3.8876
A/Yokohama/144/2011	2010-07-01	2011-07-01	1.4636
A/Moscow/WRAIR4307N/2011	2010-07-01	2011-07-01	2.7866
A/Wisconsin/13/2011	2010-07-01	2011-07-01	2.4433
A/Wisconsin/21/2011	2010-07-01	2011-07-01	1.7126
A/Ontario/C835944/2010	2010-07-01	2011-07-01	3.6124
A/Ontario/K4050772/2010	2010-07-01	2011-07-01	4.2080
A/Ontario/C687409/2010	2010-07-01	2011-07-01	4.6591
A/Georgia/5/2011	2010-07-01	2011-07-01	2.0669
A/HongKong/3970/2011	2010-07-01	2011-07-01	1.5809
A/Connecticut/5/2011	2010-07-01	2011-07-01	2.7386
A/AthensGR/108/2011	2010-07-01	2011-07-01	3.3845
A/Connecticut/7/2011	2010-07-01	2011-07-01	2.1588
A/Virginia/6/2011	2010-07-01	2011-07-01	2.6268
A/California/NHRC0003/2011	2010-07-01	2011-07-01	2.6908
A/Osaka/67/2010	2010-07-01	2011-07-01	7.2819
A/Wakayama-C/25/2011	2010-07-01	2011-07-01	1.7213
A/Singapore/GP4459/2010	2010-07-01	2011-07-01	4.4075
A/Hawaii/22/2010	2010-07-01	2011-07-01	5.4302
A/Wisconsin/11/2010	2010-07-01	2011-07-01	5.8927
A/Macau/600159/2011	2010-07-01	2011-07-01	2.6999
A/Chile/8196/2010	2010-07-01	2011-07-01	10.6209
A/Alabama/8/2010	2010-07-01	2011-07-01	5.8430
A/Florida/17/2010	2010-07-01	2011-07-01	9.6585
A/Boston/DOA06/2011	2010-07-01	2011-07-01	3.7885
A/California/19/2010	2010-07-01	2011-07-01	7.1720
A/RhodeIsland/7/2011	2010-07-01	2011-07-01	2.8351
A/Florida/46/2010	2010-07-01	2011-07-01	5.1156
A/Boston/DOA78/2011	2010-07-01	2011-07-01	2.8786
A/Boston/DOA05/2011	2010-07-01	2011-07-01	4.3020
A/Boston/DOA33/2011	2010-07-01	2011-07-01	3.5744
A/Texas/24/2010	2010-07-01	2011-07-01	4.5267
A/Romania/55656/2011	2010-07-01	2011-07-01	2.9150
A/Townsville/20/2011	2010-07-01	2011-07-01	3.8769
A/Peru/PER261/2010	2010-07-01	2011-07-01	6.6601
A/PortoAlegre/LACENRS-557/2011	2010-07-01	2011-07-01	1.5461
A/Peru/PER241/2010	2010-07-01	2011-07-01	6.5506
A/Peru/PER302/2011	2010-07-01	2011-07-01	1.8441
A/Bolivia/401/2011	2010-07-01	2011-07-01	1.7123
A/Peru/PER235/2011	2010-07-01	2011-07-01	1.9056
A/Bolivia/373/2011	2010-07-01	2011-07-01	1.7220
A/Tianjin-Hedong/195/2011	2010-07-01	2011-07-01	3.1069
A/Chile/6278/2010	2010-07-01	2011-07-01	13.0007
A/Chile/6096/2010	2010-07-01	2011-07-01	13.0007
A/Chile/6380/2010	2010-07-01	2011-07-01	12.8499
A/Singapore/C2011173/2011	2010-07-01	2011-07-01	2.8759
A/HongKong/6894/2010	2010-07-01	2011-07-01	5.4417
A/Hangzhou/952/2010	2010-07-01	2011-07-01	4.7056
A/Hangzhou/960/2010	2010-07-01	2011-07-01	4.6747
A/Tianjin-Baodi/121/2011	2010-07-01	2011-07-01	4.0192
A/California/26/2010	2010-07-01	2011-07-01	7.3042
A/Wisconsin/14/2010	2010-07-01	2011-07-01	6.6397
A/Singapore/GP4453/2010	2010-07-01	2011-07-01	6.2426
A/BeijingXicheng/1293/2011	2010-07-01	2011-07-01	3.5140
A/Singapore/GP4555/2010	2010-07-01	2011-07-01	5.2871
A/Heilongjiang-Xiangyang/1125/2011	2010-07-01	2011-07-01	2.8330
A/Thailand/MR10462/2011	2010-07-01	2011-07-01	3.4533
A/Hubei-Wuchang/1271/2010	2010-07-01	2011-07-01	7.7322
A/Ontario/C543493/2010	2010-07-01	2011-07-01	8.8279
A/NewMexico/9/2011	2010-07-01	2011-07-01	2.5519
A/NewYork/13/2010	2010-07-01	2011-07-01	5.6627
A/Paris/1478/2010	2010-07-01	2011-07-01	10.0906
A/Paris/1477/2010	2010-07-01	2011-07-01	10.0906
A/Hangzhou/766/2010	2010-07-01	2011-07-01	9.4164
A/Serbia/1891/2011	2010-07-01	2011-07-01	3.0756
A/Serbia/1580/2011	2010-07-01	2011-07-01	3.3352
A/HongKong/3071/2010	2010-07-01	2011-07-01	11.3310
A/Uvurkhangai/3970/2010	2010-07-01	2011-07-01	5.3189
A/Singapore/GP4664/2010	2010-07-01	2011-07-01	4.8225
A/Delaware/1/2011	2010-07-01	2011-07-01	4.0698
A/Delaware/5/2011	2010-07-01	2011-07-01	3.7189
A/Maine/5/2011	2010-07-01	2011-07-01	3.9808
A/Utah/9/2010	2010-07-01	2011-07-01	6.6692
A/Montana/4/2011	2010-07-01	2011-07-01	3.9038
A/Idaho/6/2011	2010-07-01	2011-07-01	3.1553
A/Oregon/5/2011	2010-07-01	2011-07-01	2.9484
A/Minnesota/10/2011	2010-07-01	2011-07-01	2.6916
A/Wyoming/8/2011	2010-07-01	2011-07-01	3.1826
A/Montana/7/2011	2010-07-01	2011-07-01	2.9226
A/Kansas/8/2011	2010-07-01	2011-07-01	3.0554
A/Shizuoka-C/21/2011	2010-07-01	2011-07-01	2.0840
A/Okayama/29/2011	2010-07-01	2011-07-01	2.0118
A/Okayama/28/2011	2010-07-01	2011-07-01	2.1319
A/SouthDakota/1/2010	2010-07-01	2011-07-01	9.2400
A/Brandenburg/1/2010	2010-07-01	2011-07-01	5.8009
A/Michigan/4/2011	2010-07-01	2011-07-01	2.3709
A/Texas/23/2010	2010-07-01	2011-07-01	4.4046
A/Townsville/60/2010	2010-07-01	2011-07-01	5.9772
A/Wisconsin/20/2011	2010-07-01	2011-07-01	2.1170
A/Mexico/7027/2010	2010-07-01	2011-07-01	5.6725
A/Illinois/1/2010	2010-07-01	2011-07-01	4.1281
A/California/NHRC0002/2011	2010-07-01	2011-07-01	3.5349
A/Tennessee/F2092c90/2011	2010-07-01	2011-07-01	2.2533
A/Utah/9/2011	2010-07-01	2011-07-01	3.1670
A/Mississippi/8/2011	2010-07-01	2011-07-01	2.2156
A/Nevada/6/2011	2010-07-01	2011-07-01	2.7460
A/Mexico/4056/2010	2010-07-01	2011-07-01	9.4531
A/Montana/5/2011	2010-07-01	2011-07-01	2.7792
A/Philippines/1197/2011	2010-07-01	2011-07-01	2.4537
A/Guatemala/754/2010	2010-07-01	2011-07-01	7.2529
A/Guatemala/199/2011	2010-07-01	2011-07-01	1.7338
A/Chile/9920/2011	2010-07-01	2011-07-01	1.8100
A/Chile/64/2011	2010-07-01	2011-07-01	1.9623
A/Guadeloupe/201/2010	2010-07-01	2011-07-01	4.6165
A/LaReunion/1552/2011	2010-07-01	2011-07-01	1.5361
A/Brisbane/262/2010	2010-07-01	2011-07-01	7.3771
A/BuenosAires/65427/2011	2010-07-01	2011-07-01	1.7668
A/Peru/PER055/2011	2010-07-01	2011-07-01	3.8086
A/Madagascar/1121/2011	2010-07-01	2011-07-01	2.6204
A/Madagascar/1147/2011	2010-07-01	2011-07-01	2.5893
A/Madagascar/2269/2011	2010-07-01	2011-07-01	2.2361
A/Madagascar/638/2011	2010-07-01	2011-07-01	3.1593
A/Madagascar/817/2011	2010-07-01	2011-07-01	2.8646
A/Madagascar/751/2011	2010-07-01	2011-07-01	3.0248
A/Florida/11/2010	2010-07-01	2011-07-01	10.6200
A/BuenosAires/19/2011	2010-07-01	2011-07-01	3.7974
A/BuenosAires/75/2010	2010-07-01	2011-07-01	8.2653
A/Baleares/RR6848/2010	2010-07-01	2011-07-01	5.9809
A/Texas/4/2010	2010-07-01	2011-07-01	11.0872
A/HongKong/6934/2010	2010-07-01	2011-07-01	4.7869
A/Florida/20/2010	2010-07-01	2011-07-01	8.6531
A/Ontario/RV2746/2010	2010-07-01	2011-07-01	8.2610
A/Hyogo/10K300/2011	2010-07-01	2011-07-01	3.1601
A/England/3940462/2010	2010-07-01	2011-07-01	7.6861
A/BuenosAires/10122164/2011	2010-07-01	2011-07-01	2.1468
A/BuenosAires/10117308/2011	2010-07-01	2011-07-01	2.3014
A/BuenosAires/10125312/2011	2010-07-01	2011-07-01	2.0934
A/Minnesota/10/2010	2010-07-01	2011-07-01	9.0670
A/Kentucky/2/2011	2010-07-01	2011-07-01	4.1034
A/California/34/2010	2010-07-01	2011-07-01	5.2313
A/Mexico/2554/2011	2010-07-01	2011-07-01	2.5520
A/HongKong/3951/2011	2010-07-01	2011-07-01	2.4575
A/HongKong/3961/2011	2010-07-01	2011-07-01	2.3631
A/Arizona/13/2010	2010-07-01	2011-07-01	5.4751
A/Iowa/19/2010	2010-07-01	2011-07-01	4.8139
A/Arizona/7/2011	2010-07-01	2011-07-01	3.5933
A/Townsville/48/2011	2010-07-01	2011-07-01	3.3406
A/Townsville/73/2011	2010-07-01	2011-07-01	2.7258
A/Ohio/3/2010	2010-07-01	2011-07-01	6.7865
A/Iowa/12/2010	2010-07-01	2011-07-01	5.4336
A/NorthDakota/4/2011	2010-07-01	2011-07-01	3.9521
A/Wisconsin/22/2011	2010-07-01	2011-07-01	2.6138
A/NewYork/7/2010	2010-07-01	2011-07-01	5.7936
A/Townsville/92/2010	2010-07-01	2011-07-01	5.2627
A/Townsville/7/2011	2010-07-01	2011-07-01	4.2504
A/Brisbane/501/2011	2010-07-01	2011-07-01	2.8034
A/Townsville/87/2010	2010-07-01	2011-07-01	5.7538
A/Townsville/104/2010	2010-07-01	2011-07-01	5.3747
A/Tennessee/F2021B/2011	2010-07-01	2011-07-01	3.8240
A/Tennessee/F2079A/2011	2010-07-01	2011-07-01	2.8971
A/Tennessee/F2079B/2011	2010-07-01	2011-07-01	2.8431
A/Tennessee/F2090B/2011	2010-07-01	2011-07-01	2.5523
A/Colorado/5/2010	2010-07-01	2011-07-01	5.5502
A/Massachusetts/3/2011	2010-07-01	2011-07-01	4.3734
A/Nebraska/11/2011	2010-07-01	2011-07-01	2.4709
A/Utah/4/2010	2010-07-01	2011-07-01	8.8849
A/Ohio/1/2010	2010-07-01	2011-07-01	12.4662
A/Alaska/4/2010	2010-07-01	2011-07-01	10.0286
A/CostaRica/96/2001	2010-07-01	2011-07-01	8.6923
A/Philippines/5229/2010	2010-07-01	2011-07-01	5.1526
A/California/5/2011	2010-07-01	2011-07-01	4.4728
A/Minnesota/6/2011	2010-07-01	2011-07-01	3.3625
A/Michigan/5/2011	2010-07-01	2011-07-01	2.5701
A/Guadeloupe/202/2010	2010-07-01	2011-07-01	5.6439
A/Texas/26/2010	2010-07-01	2011-07-01	5.0595
A/Connecticut/3/2011	2010-07-01	2011-07-01	3.6928
A/Mexico/4674/2010	2010-07-01	2011-07-01	10.3283
A/Texas/16/2010	2010-07-01	2011-07-01	10.8346
A/Mexico/4391/2010	2010-07-01	2011-07-01	10.7487
A/Brisbane/122/2010	2010-07-01	2011-07-01	11.1227
A/Christchurch/49/2010	2010-07-01	2011-07-01	9.4229
A/Peru/PER279/2010	2010-07-01	2011-07-01	9.2314
A/Arkansas/3/2010	2010-07-01	2011-07-01	6.1487
A/Texas/7/2010	2010-07-01	2011-07-01	8.0028
A/Georgia/1/2011	2010-07-01	2011-07-01	3.8034
A/Oklahoma/2/2011	2010-07-01	2011-07-01	3.8515
A/Guadeloupe/129/2010	2010-07-01	2011-07-01	7.9157
A/California/27/2010	2010-07-01	2011-07-01	7.8616
A/Maryland/7/2010	2010-07-01	2011-07-01	6.7272
A/Townsville/86/2010	2010-07-01	2011-07-01	6.4131
A/Argentina/28372/2010	2010-07-01	2011-07-01	6.4463
A/Townsville/117/2010	2010-07-01	2011-07-01	5.5524
A/Norway/1170/2011	2010-07-01	2011-07-01	3.2240
A/Illinois/NHRC0002/2011	2010-07-01	2011-07-01	4.5553
A/Washington/12/2011	2010-07-01	2011-07-01	2.7902
A/Louisiana/4/2011	2010-07-01	2011-07-01	3.2348
A/Saitama/86/2010	2010-07-01	2011-07-01	0.4804
A/Sapporo/50/2010	2010-07-01	2011-07-01	0.4240
A/Taiwan/294/2010	2010-07-01	2011-07-01	0.4998
A/California/16/2010	2010-07-01	2011-07-01	0.5142
A/Tochigi/100/2010	2010-07-01	2011-07-01	0.5119
A/Madagascar/7749/2010	2010-07-01	2011-07-01	0.6869
A/Madagascar/7480/2010	2010-07-01	2011-07-01	0.7274
A/Madagascar/7210/2010	2010-07-01	2011-07-01	0.7453
A/Madagascar/6459/2010	2010-07-01	2011-07-01	1.1246
A/Madagascar/7849/2010	2010-07-01	2011-07-01	0.7587
A/Madagascar/648/2011	2010-07-01	2011-07-01	0.5863
A/Sydney/DD2-01/2010	2010-07-01	2011-07-01	0.5037
A/Arkansas/1/2010	2010-07-01	2011-07-01	0.6204
A/Tonga/1/2011	2010-07-01	2011-07-01	0.4503
A/Fiji/52/2010	2010-07-01	2011-07-01	0.5883
A/Fiji/41/2010	2010-07-01	2011-07-01	0.5883
A/Srilanka/3/2010	2010-07-01	2011-07-01	0.4576
A/Hubei-Enshi/1250/2010	2010-07-01	2011-07-01	0.1647
A/Guatemala/690/2010	2010-07-01	2011-07-01	0.7388
A/Honduras/6705/2010	2010-07-01	2011-07-01	0.9959
A/Ontario/U10611/2010	2010-07-01	2011-07-01	1.0317
A/ElSalvador/1103/2010	2010-07-01	2011-07-01	0.9382
A/Iowa/7/2010	2010-07-01	2011-07-01	1.1761
A/Guatemala/591/2010	2010-07-01	2011-07-01	1.1704
A/ElSalvador/1212/2010	2010-07-01	2011-07-01	1.0094
A/SanSalvador/WRAIR3537T/2010	2010-07-01	2011-07-01	1.0581
A/ElSalvador/1318/2010	2010-07-01	2011-07-01	1.0027
A/CostaRica/6696/2010	2010-07-01	2011-07-01	1.3852
A/Texas/5/2010	2010-07-01	2011-07-01	1.2378
A/Christchurch/25/2010	2010-07-01	2011-07-01	1.3225
A/Texas/6/2010	2010-07-01	2011-07-01	1.3135
A/Managua/58-11/2011	2010-07-01	2011-07-01	0.6594
A/Georgia/17/2010	2010-07-01	2011-07-01	0.9820
A/Montana/4/2010	2010-07-01	2011-07-01	0.9687
A/Victoria/1034/2010	2010-07-01	2011-07-01	0.3661
A/Riyadh/1/2010	2010-07-01	2011-07-01	0.6265
A/Singapore/GP4180/2010	2010-07-01	2011-07-01	1.0938
A/India/3260/2010	2010-07-01	2011-07-01	1.3136
A/Nauru/19/2011	2010-07-01	2011-07-01	0.9078
A/Vermont/11/2011	2010-07-01	2011-07-01	0.9336
A/Boston/DOA18/2011	2010-07-01	2011-07-01	1.3475
A/Boston/DOA85/2011	2010-07-01	2011-07-01	1.0003
A/Tanger/144/2011	2010-07-01	2011-07-01	1.3785
A/NewJersey/3/2010	2010-07-01	2011-07-01	1.8779
A/Singapore/GP429/2011	2010-07-01	2011-07-01	1.4487
A/Kentucky/11/2010	2010-07-01	2011-07-01	2.7902
A/Darwin/95/2011	2010-07-01	2011-07-01	1.1575
A/Brisbane/159/2011	2010-07-01	2011-07-01	1.0085
A/Darwin/25/2011	2010-07-01	2011-07-01	1.4658
A/Boston/DOA07/2011	2010-07-01	2011-07-01	1.9695
A/Darwin/92/2011	2010-07-01	2011-07-01	1.2034
A/Boston/DOA48/2011	2010-07-01	2011-07-01	1.6186
A/NewYork/6/2010	2010-07-01	2011-07-01	2.2861
A/India/3254/2010	2010-07-01	2011-07-01	1.4915
A/India/3489/2010	2010-07-01	2011-07-01	1.4226
A/Arizona/11/2010	2010-07-01	2011-07-01	1.8375
A/Iraq/7-FSS/2011	2010-07-01	2011-07-01	1.0652
A/Minnesota/19/2010	2010-07-01	2011-07-01	1.1260
A/Minnesota/17/2010	2010-07-01	2011-07-01	1.2707
A/Mumbai/5460/2010	2010-07-01	2011-07-01	1.9703
A/Mumbai/5256/2010	2010-07-01	2011-07-01	2.2682
A/Mumbai/5420/2010	2010-07-01	2011-07-01	2.0737
A/Mumbai/5257/2010	2010-07-01	2011-07-01	2.3083
A/Fukushima/149/2011	2010-07-01	2011-07-01	0.7847
A/Hiroshima-C/51/2011	2010-07-01	2011-07-01	0.8981
A/Yokohama/97/2010	2010-07-01	2011-07-01	1.5308
A/Paris/89/2010	2010-07-01	2011-07-01	1.3965
A/Lyon/1135/2010	2010-07-01	2011-07-01	1.4221
A/Boston/DOA42/2011	2010-07-01	2011-07-01	1.0127
A/Delaware/10/2011	2010-07-01	2011-07-01	0.9099
A/NewYork/6/2011	2010-07-01	2011-07-01	0.9024
A/RhodeIsland/3/2011	2010-07-01	2011-07-01	1.3115
A/Vermont/14/2011	2010-07-01	2011-07-01	1.0654
A/Massachusetts/5/2011	2010-07-01	2011-07-01	1.4033
A/Maryland/10/2011	2010-07-01	2011-07-01	1.0561
A/Boston/DOA66/2011	2010-07-01	2011-07-01	1.2172
A/Tennessee/3/2010	2010-07-01	2011-07-01	1.6762
A/Vermont/9/2011	2010-07-01	2011-07-01	1.3534
A/Vermont/7/2011	2010-07-01	2011-07-01	1.5945
A/SouthCarolina/4/2010	2010-07-01	2011-07-01	2.0153
A/Delaware/4/2010	2010-07-01	2011-07-01	3.5200
A/Pennsylvania/12/2010	2010-07-01	2011-07-01	3.0556
A/Maine/2/2011	2010-07-01	2011-07-01	1.5844
A/Vermont/3/2010	2010-07-01	2011-07-01	1.7273
A/Singapore/GP125/2011	2010-07-01	2011-07-01	1.4935
A/Singapore/EN122/2011	2010-07-01	2011-07-01	0.4796
