strain	season_start	season_end	lbi
A/India/3489/2010	2010-07-01	2011-07-01	1.5266
A/Vermont/11/2011	2010-07-01	2011-07-01	0.8736
A/Boston/DOA18/2011	2010-07-01	2011-07-01	1.2433
A/Delaware/10/2011	2010-07-01	2011-07-01	0.9296
A/NewYork/6/2011	2010-07-01	2011-07-01	0.9219
A/Boston/DOA61/2011	2010-07-01	2011-07-01	1.3789
A/Darwin/95/2011	2010-07-01	2011-07-01	1.0961
A/Brisbane/159/2011	2010-07-01	2011-07-01	0.9614
A/Darwin/25/2011	2010-07-01	2011-07-01	1.4276
A/Darwin/14/2011	2010-07-01	2011-07-01	1.5556
A/Darwin/92/2011	2010-07-01	2011-07-01	1.1711
A/Delaware/4/2010	2010-07-01	2011-07-01	3.3064
A/Pennsylvania/12/2010	2010-07-01	2011-07-01	2.8706
A/NewJersey/3/2010	2010-07-01	2011-07-01	1.7723
A/SouthCarolina/6/2011	2010-07-01	2011-07-01	1.2721
A/Meknes/109/2011	2010-07-01	2011-07-01	1.4988
A/Niigata/455/2011	2010-07-01	2011-07-01	1.1257
A/Singapore/GP429/2011	2010-07-01	2011-07-01	1.4435
A/Antalya/TR-55/2011	2010-07-01	2011-07-01	0.6270
A/Victoria/803/2011	2010-07-01	2011-07-01	0.5053
A/Singapore/EN122/2011	2010-07-01	2011-07-01	0.5386
A/Singapore/TT241/2011	2010-07-01	2011-07-01	0.5250
A/Singapore/KK7/2011	2010-07-01	2011-07-01	0.6060
A/Wellington/3/2011	2010-07-01	2011-07-01	0.7556
A/Wellington/10/2011	2010-07-01	2011-07-01	0.6934
A/Newcastle/48/2011	2010-07-01	2011-07-01	0.7647
A/HongKong/3974/2011	2010-07-01	2011-07-01	1.0219
A/Singapore/C2011301/2011	2010-07-01	2011-07-01	1.6262
A/Singapore/GP995/2011	2010-07-01	2011-07-01	1.5637
A/Singapore/KK182/2011	2010-07-01	2011-07-01	1.4702
A/Singapore/GP1030/2011	2010-07-01	2011-07-01	1.4506
A/Singapore/H2011474/2011	2010-07-01	2011-07-01	1.2097
A/Singapore/C2011362V/2011	2010-07-01	2011-07-01	1.4947
A/Singapore/41/2011	2010-07-01	2011-07-01	1.4546
A/Singapore/KK179/2011	2010-07-01	2011-07-01	1.5718
A/Singapore/C2011384/2011	2010-07-01	2011-07-01	1.5297
A/Singapore/GP1048/2011	2010-07-01	2011-07-01	1.4699
A/Singapore/TT203/2011	2010-07-01	2011-07-01	1.5411
A/Singapore/C2011458/2011	2010-07-01	2011-07-01	1.3964
A/Singapore/H2011471a/2011	2010-07-01	2011-07-01	1.3530
A/Singapore/H2011460a/2011	2010-07-01	2011-07-01	1.3903
A/Singapore/H2011499a/2011	2010-07-01	2011-07-01	1.2735
A/Singapore/H2011479/2011	2010-07-01	2011-07-01	1.3352
A/Thailand/CU-H2973/2011	2010-07-01	2011-07-01	0.6433
A/Goa/8773/2011	2010-07-01	2011-07-01	1.3876
A/Uttarakhand/8853/2011	2010-07-01	2011-07-01	0.6450
A/Delhi/8865/2011	2010-07-01	2011-07-01	1.2172
A/Sydney/27/2011	2010-07-01	2011-07-01	0.9519
A/India/254/2011	2010-07-01	2011-07-01	1.0572
A/Johannesburg/73/2011	2010-07-01	2011-07-01	1.2114
A/Bangladesh/5071/2011	2010-07-01	2011-07-01	1.5808
A/LaReunion/1523/2011	2010-07-01	2011-07-01	2.0974
A/India/9912/2011	2010-07-01	2011-07-01	1.7791
A/Singapore/GP1084/2011	2010-07-01	2011-07-01	1.9033
A/Thailand/CU-B4730/2011	2010-07-01	2011-07-01	1.3551
A/Michigan/4/2010	2010-07-01	2011-07-01	0.5955
A/Southaustralia/414/2010	2010-07-01	2011-07-01	0.4700
A/Singapore/C2011411/2011	2010-07-01	2011-07-01	0.9625
A/Singapore/C2011244/2011	2010-07-01	2011-07-01	1.3330
A/Singapore/KK183/2011	2010-07-01	2011-07-01	1.1427
A/Singapore/GP1072/2011	2010-07-01	2011-07-01	1.0602
A/Southaustralia/3/2011	2010-07-01	2011-07-01	1.0766
A/SouthAustralia/3/2011	2010-07-01	2011-07-01	1.0766
A/Singapore/GP898/2011	2010-07-01	2011-07-01	1.7030
A/HongKong/3953/2011	2010-07-01	2011-07-01	1.5123
A/Singapore/KK171/2011	2010-07-01	2011-07-01	1.4293
A/Johannesburg/27/2011	2010-07-01	2011-07-01	1.3987
A/Singapore/KK212/2011	2010-07-01	2011-07-01	1.0499
A/Taiwan/1328/2011	2010-07-01	2011-07-01	1.0793
A/Wellington/8/2011	2010-07-01	2011-07-01	0.8610
A/HongKong/4974/2011	2010-07-01	2011-07-01	1.6202
A/HongKong/3968/2011	2010-07-01	2011-07-01	0.9862
A/Shanghai-Fengxian/1388/2011	2011-07-01	2012-07-01	0.2607
A/Beijing-Xicheng/11688/2011	2011-07-01	2012-07-01	0.3710
A/Korea/KUMC-GR66/2011	2011-07-01	2012-07-01	0.3963
A/Jiangsu-Xinpu/1179/2012	2011-07-01	2012-07-01	0.3986
A/Guizhou-Nanming/11165/2011	2011-07-01	2012-07-01	0.3767
A/Florida/21/2011	2011-07-01	2012-07-01	0.2865
A/Victoria/529/2011	2011-07-01	2012-07-01	0.3763
A/SantaFe/1431/2011	2011-07-01	2012-07-01	0.3563
A/Hamburg/1/2012	2011-07-01	2012-07-01	0.3936
A/Brazil/6078/2011	2011-07-01	2012-07-01	0.5377
A/SantaFe/277947/2011	2011-07-01	2012-07-01	0.5594
A/BuenosAires/10069665/2011	2011-07-01	2012-07-01	0.5204
A/Brisbane/39/2012	2011-07-01	2012-07-01	0.4854
A/Brazil/5613/2011	2011-07-01	2012-07-01	0.6255
A/Okinawa/4/2012	2011-07-01	2012-07-01	0.5685
A/Fukushima/37/2012	2011-07-01	2012-07-01	0.5620
A/Oita/92/2011	2011-07-01	2012-07-01	0.6612
A/Hiroshima-C/53/2011	2011-07-01	2012-07-01	0.5731
A/Hiroshima/115/2011	2011-07-01	2012-07-01	0.5848
A/Norway/1443/2012	2011-07-01	2012-07-01	0.6329
A/Belem/119244/2012	2011-07-01	2012-07-01	0.6887
A/Brazil/8456/2012	2011-07-01	2012-07-01	0.7605
A/Nicaragua/AGA2-30/2011	2011-07-01	2012-07-01	0.4227
A/Pennsylvania/12/2011	2011-07-01	2012-07-01	1.0238
A/Wyoming/1/2012	2011-07-01	2012-07-01	0.7191
A/ElSalvador/1513/2011	2011-07-01	2012-07-01	1.2135
A/Guatemala/453/2011	2011-07-01	2012-07-01	1.3656
A/Missouri/6/2012	2011-07-01	2012-07-01	0.6332
A/Indiana/13/2011	2011-07-01	2012-07-01	0.9243
A/Kansas/11/2011	2011-07-01	2012-07-01	0.9056
A/Indiana/9/2011	2011-07-01	2012-07-01	1.0016
A/Nicaragua/AGA2-49/2011	2011-07-01	2012-07-01	1.2227
A/Nicaragua/AGA2-48/2011	2011-07-01	2012-07-01	1.2227
A/Pavia/128/2012	2011-07-01	2012-07-01	0.9682
A/Victoria/7/2012	2011-07-01	2012-07-01	0.6134
A/Galicia/RR9911/2012	2011-07-01	2012-07-01	0.7719
A/Galicia/15/2012	2011-07-01	2012-07-01	1.1318
A/Galicia/RR9908/2012	2011-07-01	2012-07-01	0.9304
A/Peru/PER273/2011	2011-07-01	2012-07-01	0.9820
A/Peru/PER314/2012	2011-07-01	2012-07-01	0.4489
A/Peru/PER324/2011	2011-07-01	2012-07-01	0.8526
A/Peru/PER047/2011	2011-07-01	2012-07-01	1.1272
A/Peru/PER115/2011	2011-07-01	2012-07-01	0.9784
A/Peru/PER389/2012	2011-07-01	2012-07-01	0.5332
A/Peru/PER356/2012	2011-07-01	2012-07-01	0.6276
A/Peru/PER099/2012	2011-07-01	2012-07-01	0.6490
A/Peru/PER085/2011	2011-07-01	2012-07-01	0.5811
A/Peru/6311/2011	2011-07-01	2012-07-01	1.4173
A/Peru/PER122/2011	2011-07-01	2012-07-01	1.1031
A/Peru/PER400/2012	2011-07-01	2012-07-01	0.5523
A/Peru/PER018/2012	2011-07-01	2012-07-01	0.5523
A/Peru/PER108/2012	2011-07-01	2012-07-01	0.5381
A/Florida/29/2011	2011-07-01	2012-07-01	0.9605
A/Peru/PER144/2012	2011-07-01	2012-07-01	0.6541
A/Peru/PER036/2011	2011-07-01	2012-07-01	1.3601
A/Peru/PER227/2011	2011-07-01	2012-07-01	1.3417
A/Wellington/5/2012	2011-07-01	2012-07-01	0.4097
A/Tehran/181/2012	2011-07-01	2012-07-01	0.9155
A/Dnipro/194/2012	2011-07-01	2012-07-01	0.6850
A/Perth/41/2012	2011-07-01	2012-07-01	0.6453
A/Victoria/802/2012	2011-07-01	2012-07-01	0.5626
A/Guangdong/174/2011	2011-07-01	2012-07-01	0.3594
A/Peru/PER043/2011	2011-07-01	2012-07-01	0.3589
A/Peru/PER269/2011	2011-07-01	2012-07-01	0.6202
A/Peru/PER203/2011	2011-07-01	2012-07-01	0.6219
A/Peru/PER397/2011	2011-07-01	2012-07-01	0.8467
A/Peru/PER134/2011	2011-07-01	2012-07-01	0.6645
A/Peru/PER289/2011	2011-07-01	2012-07-01	0.9661
A/Peru/PER378/2011	2011-07-01	2012-07-01	0.8811
A/Peru/PER199/2011	2011-07-01	2012-07-01	0.7836
A/Peru/PER185/2011	2011-07-01	2012-07-01	1.0233
A/Peru/PER186/2012	2011-07-01	2012-07-01	0.4588
A/Peru/PER118/2011	2011-07-01	2012-07-01	0.7270
A/Peru/PER243/2011	2011-07-01	2012-07-01	0.9301
A/Peru/PER056/2011	2011-07-01	2012-07-01	0.9813
A/Guyane/1296/2012	2011-07-01	2012-07-01	0.4152
A/Louisiana/6/2011	2011-07-01	2012-07-01	0.5287
A/Brisbane/38/2012	2011-07-01	2012-07-01	1.0355
A/PuertoRico/8/2012	2011-07-01	2012-07-01	0.8355
A/Florida/14/2012	2011-07-01	2012-07-01	0.9720
A/CzechRepublic/138/2012	2011-07-01	2012-07-01	0.9889
A/NewYork/17/2012	2011-07-01	2012-07-01	1.0064
A/Santiago/35234/2012	2011-07-01	2012-07-01	1.0170
A/Ukraine/5508/2012	2011-07-01	2012-07-01	1.3112
A/Ukraine/5462/2012	2011-07-01	2012-07-01	1.4605
A/VilaReal/SU5/2012	2011-07-01	2012-07-01	2.6820
A/England/555/2012	2011-07-01	2012-07-01	1.2610
A/Johannesburg/5637/2012	2011-07-01	2012-07-01	1.0156
A/Ukraine/5403/2012	2011-07-01	2012-07-01	1.7896
A/Dnipro/183/2012	2011-07-01	2012-07-01	1.7330
A/Ukraine/5498/2012	2011-07-01	2012-07-01	1.4525
A/Stockholm/42/2011	2011-07-01	2012-07-01	1.9962
A/California/17/2012	2011-07-01	2012-07-01	1.8502
A/Peru/PER051/2012	2011-07-01	2012-07-01	1.5402
A/Peru/PER102/2012	2011-07-01	2012-07-01	1.4990
A/Florida/9/2012	2011-07-01	2012-07-01	1.5516
A/Bermuda/1915/2012	2011-07-01	2012-07-01	0.9935
A/Finland/227/2012	2011-07-01	2012-07-01	2.0400
A/Estonia/67221/2012	2011-07-01	2012-07-01	1.3600
A/Brisbane/26/2012	2011-07-01	2012-07-01	1.6939
A/BuenosAires/59663/2011	2011-07-01	2012-07-01	0.5043
A/Maryland/17/2011	2011-07-01	2012-07-01	0.5585
A/Catalonia/S4320/2011	2011-07-01	2012-07-01	0.4813
A/Norway/2047/2011	2011-07-01	2012-07-01	0.6413
A/Argentina/198/2011	2011-07-01	2012-07-01	0.7314
A/Kentucky/5/2011	2011-07-01	2012-07-01	0.4447
A/Chaco/81602/2011	2011-07-01	2012-07-01	0.3257
A/Santiago/18456/2011	2011-07-01	2012-07-01	0.6140
A/Santiago/14944/2011	2011-07-01	2012-07-01	0.7199
A/Argentina/676/2011	2011-07-01	2012-07-01	0.6694
A/Florida/25/2011	2011-07-01	2012-07-01	0.6537
A/AmericanSamoa/7415/2011	2011-07-01	2012-07-01	0.8413
A/Brisbane/358/2011	2011-07-01	2012-07-01	0.9448
A/Brisbane/299/2011	2011-07-01	2012-07-01	0.9369
A/Auckland/1/2011	2011-07-01	2012-07-01	1.1636
A/Auckland/2/2011	2011-07-01	2012-07-01	1.2379
A/Victoria/103/2011	2011-07-01	2012-07-01	0.8015
A/Victoria/546/2011	2011-07-01	2012-07-01	1.0944
A/Victoria/636/2011	2011-07-01	2012-07-01	0.8337
A/Christchurch/28/2011	2011-07-01	2012-07-01	0.9151
A/Sydney/97/2011	2011-07-01	2012-07-01	0.9074
A/Southaustralia/45/2011	2011-07-01	2012-07-01	1.5645
A/Victoria/864/2011	2011-07-01	2012-07-01	1.2338
A/Victoria/362/2011	2011-07-01	2012-07-01	0.9911
A/Victoria/893/2011	2011-07-01	2012-07-01	0.8415
A/Victoria/721/2011	2011-07-01	2012-07-01	0.9999
A/Christchurch/54/2011	2011-07-01	2012-07-01	1.3337
A/Victoria/714/2011	2011-07-01	2012-07-01	0.9686
A/Victoria/511/2011	2011-07-01	2012-07-01	1.5357
A/SouthDakota/3/2011	2011-07-01	2012-07-01	0.4130
A/Goroka/5/2011	2011-07-01	2012-07-01	0.4055
A/Florida/24/2011	2011-07-01	2012-07-01	0.3845
A/PortoAlegre/LACENRS-822/2011	2011-07-01	2012-07-01	0.4181
A/Alabama/4/2011	2011-07-01	2012-07-01	0.4928
A/Kenya/230/2012	2011-07-01	2012-07-01	0.4316
A/Johannesburg/153/2011	2011-07-01	2012-07-01	0.8112
A/Kenya/113/2012	2011-07-01	2012-07-01	0.6614
A/Kenya/236/2012	2011-07-01	2012-07-01	0.5967
A/Kenya/117/2012	2011-07-01	2012-07-01	0.6486
A/Kenya/223/2012	2011-07-01	2012-07-01	0.8299
A/Kenya/119/2012	2011-07-01	2012-07-01	0.8491
A/Kenya/225/2012	2011-07-01	2012-07-01	1.0251
A/Maryland/15/2012	2011-07-01	2012-07-01	0.8411
A/Maine/7/2012	2011-07-01	2012-07-01	0.8154
A/Virginia/9/2012	2011-07-01	2012-07-01	1.1003
A/Kenya/156/2011	2011-07-01	2012-07-01	0.4654
A/Kenya/154/2011	2011-07-01	2012-07-01	0.4994
A/Kenya/152/2011	2011-07-01	2012-07-01	0.5330
A/Dakar/20/2011	2011-07-01	2012-07-01	0.4818
A/SierraLeone/4/2011	2011-07-01	2012-07-01	0.4875
A/Paris/1744/2011	2011-07-01	2012-07-01	0.6107
A/Dakar/23/2011	2011-07-01	2012-07-01	0.6151
A/Dakar/21/2011	2011-07-01	2012-07-01	0.6244
A/Adjame/GR1327/2011	2011-07-01	2012-07-01	0.4388
A/Ghana/FS-12-0506/2012	2011-07-01	2012-07-01	0.5278
A/Ghana/FS-12-0677/2012	2011-07-01	2012-07-01	0.4583
A/Yopougon/GR1336/2011	2011-07-01	2012-07-01	0.8305
A/Southaustralia/30/2012	2011-07-01	2012-07-01	0.5652
A/SouthAustralia/36/2012	2011-07-01	2012-07-01	0.5361
A/Victoria/192/2012	2011-07-01	2012-07-01	0.4939
A/Adjame/GR765/2011	2011-07-01	2012-07-01	0.7439
A/Attecoube/GR1099/2011	2011-07-01	2012-07-01	0.6419
A/Pavia/158/2012	2011-07-01	2012-07-01	0.7190
A/NorthCarolina/13/2012	2011-07-01	2012-07-01	0.6825
A/Adjame/GR1272/2011	2011-07-01	2012-07-01	1.2464
A/Adjame/GR429/2012	2011-07-01	2012-07-01	0.6217
A/Switzerland/5776029/2011	2011-07-01	2012-07-01	0.9172
A/Lebanon/11L007/2011	2011-07-01	2012-07-01	1.2579
A/Cameroon/12V-2580/2012	2011-07-01	2012-07-01	0.4937
A/Brisbane/11/2012	2011-07-01	2012-07-01	0.7838
A/Astrakhan/6/2012	2011-07-01	2012-07-01	0.6636
A/Turkey/49/2011	2011-07-01	2012-07-01	1.2249
A/Ekaterinburg/4/2012	2011-07-01	2012-07-01	0.7307
A/Nigeria/5402/2012	2011-07-01	2012-07-01	0.8729
A/Johannesburg/3303/2012	2011-07-01	2012-07-01	0.5932
A/Johannesburg/5223/2012	2011-07-01	2012-07-01	0.6372
A/Jordan/20110030687/2011	2011-07-01	2012-07-01	1.4498
A/Norway/1775/2011	2011-07-01	2012-07-01	0.6917
A/Ethiopia/41/2012	2011-07-01	2012-07-01	0.4504
A/Finland/263/2012	2011-07-01	2012-07-01	0.4576
A/Attecoube/GR97/2012	2011-07-01	2012-07-01	0.6104
A/Yopougon/GR414/2012	2011-07-01	2012-07-01	0.4871
A/Singapore/GP1266/2011	2011-07-01	2012-07-01	0.6971
A/Southaustralia/17/2011	2011-07-01	2012-07-01	0.7648
A/Southaustralia/34/2011	2011-07-01	2012-07-01	0.8779
A/Southaustralia/318/2011	2011-07-01	2012-07-01	0.5136
A/Brisbane/417/2011	2011-07-01	2012-07-01	0.4929
A/Tasmania/31/2011	2011-07-01	2012-07-01	0.6127
A/Nagano/2204/2012	2011-07-01	2012-07-01	0.6522
A/Thailand/CU-H3141/2012	2011-07-01	2012-07-01	0.8902
A/Indonesia/Nihrd-Drs490/2012	2011-07-01	2012-07-01	0.8533
A/Victoria/13/2012	2011-07-01	2012-07-01	0.6793
A/Goroka/5/2012	2011-07-01	2012-07-01	1.0262
A/Brisbane/61/2012	2011-07-01	2012-07-01	0.6659
A/Chubut/281/2011	2011-07-01	2012-07-01	0.3467
A/EntreRios/78/2011	2011-07-01	2012-07-01	0.2512
A/SanLuis/R243/2011	2011-07-01	2012-07-01	0.0694
A/Bratislava/31/2011	2011-07-01	2012-07-01	0.4088
A/Cairo/83/2011	2011-07-01	2012-07-01	0.4834
A/Cairo/66/2011	2011-07-01	2012-07-01	0.5004
A/Victoria/725/2011	2011-07-01	2012-07-01	0.4953
A/Singapore/KK316/2011	2011-07-01	2012-07-01	1.3514
A/Yokohama/150/2011	2011-07-01	2012-07-01	0.9481
A/Malaysia/341/2012	2011-07-01	2012-07-01	0.6897
A/Perth/327/2011	2011-07-01	2012-07-01	1.0790
A/Perth/305/2011	2011-07-01	2012-07-01	0.9379
A/Yamaguchi/70/2011	2011-07-01	2012-07-01	1.2125
A/Murmansk/RII06/2012	2011-07-01	2012-07-01	0.5899
A/Brisbane/21/2012	2011-07-01	2012-07-01	0.7371
A/Tochigi/96/2011	2011-07-01	2012-07-01	1.0824
A/Cambodia/55/2011	2011-07-01	2012-07-01	1.1153
A/Antalya/204/2011	2011-07-01	2012-07-01	1.0417
A/Singapore/TT609/2011	2011-07-01	2012-07-01	1.7324
A/Wellington/14/2011	2011-07-01	2012-07-01	0.2651
A/Singapore/TT594/2011	2011-07-01	2012-07-01	0.5255
A/Singapore/KK566/2011	2011-07-01	2012-07-01	0.4561
A/Oita/7/2012	2011-07-01	2012-07-01	0.7478
A/Aichi/83/2012	2011-07-01	2012-07-01	0.6259
A/Aichi/89/2012	2011-07-01	2012-07-01	0.6158
A/Kumamoto-C/3/2012	2011-07-01	2012-07-01	0.8916
A/Chiba-C/23/2012	2011-07-01	2012-07-01	0.6608
A/Victoria/26/2011	2011-07-01	2012-07-01	0.5378
A/Singapore/TT536/2011	2011-07-01	2012-07-01	0.4955
A/Singapore/C2011584V/2011	2011-07-01	2012-07-01	0.5639
A/Singapore/C2011545C/2011	2011-07-01	2012-07-01	0.5706
A/Singapore/TT305/2011	2011-07-01	2012-07-01	0.6130
A/Guangdong/192/2011	2011-07-01	2012-07-01	0.5643
A/India/7459/2011	2011-07-01	2012-07-01	0.5979
A/Tanzania/1314/2012	2011-07-01	2012-07-01	0.5745
A/Victoria/555/2011	2011-07-01	2012-07-01	0.9410
A/Casablanca/155/2011	2011-07-01	2012-07-01	0.7818
A/India/1240/2012	2011-07-01	2012-07-01	0.6998
A/Turkey/28/2011	2011-07-01	2012-07-01	0.8203
A/Aomori/7/2012	2011-07-01	2012-07-01	0.6964
A/Singapore/H2011570/2011	2011-07-01	2012-07-01	1.6907
A/Singapore/GP1362/2011	2011-07-01	2012-07-01	1.6678
A/RhodeIsland/1/2012	2011-07-01	2012-07-01	0.7635
A/Songkhla/8/2012	2011-07-01	2012-07-01	0.7983
A/Singapore/EN415/2011	2011-07-01	2012-07-01	1.3321
A/Madagascar/3396/2012	2011-07-01	2012-07-01	0.7548
A/Madagascar/3401/2012	2011-07-01	2012-07-01	0.7507
A/Mahajanga/3628/2012	2011-07-01	2012-07-01	0.7358
A/Tsiroanomandidy/3540/2012	2011-07-01	2012-07-01	0.7248
A/Yamagata/92/2012	2011-07-01	2012-07-01	0.7663
A/Ehime/36/2012	2011-07-01	2012-07-01	0.6206
A/Perth/315/2011	2011-07-01	2012-07-01	0.8417
A/England/259/2011	2011-07-01	2012-07-01	0.9592
A/Oman/916/2011	2011-07-01	2012-07-01	1.9092
A/Brisbane/14/2012	2011-07-01	2012-07-01	0.8257
A/Korea/KUMC-GR17/2011	2011-07-01	2012-07-01	1.0925
A/Bangladesh/1539/2011	2011-07-01	2012-07-01	2.1513
A/StPetersburg/28/2012	2011-07-01	2012-07-01	0.6705
A/Brisbane/413/2011	2011-07-01	2012-07-01	1.0666
A/Thailand/CU-B5105/2011	2011-07-01	2012-07-01	2.3402
A/Singapore/GP1784/2011	2011-07-01	2012-07-01	1.1894
A/Lebanon/11L013/2011	2011-07-01	2012-07-01	1.7323
A/Southaustralia/14/2011	2011-07-01	2012-07-01	1.8408
A/Ekaterinburg/2/2012	2011-07-01	2012-07-01	0.7025
A/Moscow/3/2012	2011-07-01	2012-07-01	0.8921
A/Astrakhan/65/2012	2011-07-01	2012-07-01	1.0615
A/StPetersburg/2/2012	2011-07-01	2012-07-01	1.0066
A/StPetersburg/10/2012	2011-07-01	2012-07-01	0.8696
A/Stockholm/22/2011	2011-07-01	2012-07-01	1.9041
A/Iceland/13/2012	2011-07-01	2012-07-01	0.7904
A/Hormozgan/7981/2011	2011-07-01	2012-07-01	1.3025
A/Stockholm/29/2011	2011-07-01	2012-07-01	2.1658
A/SouthAustralia/12/2012	2011-07-01	2012-07-01	1.1415
A/Hawaii/2/2012	2011-07-01	2012-07-01	1.7474
A/NewYork/16/2012	2011-07-01	2012-07-01	1.0036
A/Agadir/87/2011	2011-07-01	2012-07-01	2.1786
A/NewYork/15/2012	2011-07-01	2012-07-01	1.1480
A/Rabat/197/2011	2011-07-01	2012-07-01	1.9685
A/Tehran/104/2012	2011-07-01	2012-07-01	1.8440
A/Washington/17/2012	2011-07-01	2012-07-01	1.3614
A/Washington/11/2012	2011-07-01	2012-07-01	1.5832
A/Turkey/54/2011	2011-07-01	2012-07-01	1.7300
A/Tiznit/167/2011	2011-07-01	2012-07-01	1.8286
A/Madrid/RR8856/2011	2011-07-01	2012-07-01	1.9376
A/Santiago/3564/2012	2011-07-01	2012-07-01	1.7213
A/Washington/23/2012	2011-07-01	2012-07-01	1.0900
A/Jordan/20110030655/2011	2011-07-01	2012-07-01	2.9676
A/Southauckland/7/2012	2011-07-01	2012-07-01	0.9031
A/Turkey/57/2011	2011-07-01	2012-07-01	2.1096
A/Maryland/18/2012	2011-07-01	2012-07-01	0.9216
A/England/565/2012	2011-07-01	2012-07-01	0.9785
A/England/257/2011	2011-07-01	2012-07-01	1.5773
A/Norway/2442/2011	2011-07-01	2012-07-01	1.3287
A/Peru/PER092/2011	2011-07-01	2012-07-01	1.9481
A/Peru/PER041/2011	2011-07-01	2012-07-01	3.3175
A/Peru/PER166/2011	2011-07-01	2012-07-01	3.2968
A/Peru/PER363/2012	2011-07-01	2012-07-01	1.0735
A/Peru/PER156/2012	2011-07-01	2012-07-01	0.9430
A/Peru/PER197/2011	2011-07-01	2012-07-01	2.8503
A/Peru/PER187/2011	2011-07-01	2012-07-01	2.9790
A/Peru/PER121/2011	2011-07-01	2012-07-01	3.3222
A/Peru/PER307/2011	2011-07-01	2012-07-01	3.4797
A/Peru/PER343/2011	2011-07-01	2012-07-01	3.1203
A/Peru/PER066/2011	2011-07-01	2012-07-01	2.9187
A/Peru/PER117/2012	2011-07-01	2012-07-01	2.1457
A/Peru/PER313/2012	2011-07-01	2012-07-01	2.1457
A/Santiago/14696/2012	2011-07-01	2012-07-01	1.7269
A/Peru/PER221/2012	2011-07-01	2012-07-01	1.2429
A/Peru/PER262/2012	2011-07-01	2012-07-01	1.4426
A/Peru/PER063/2012	2011-07-01	2012-07-01	1.4109
A/Peru/PER305/2012	2011-07-01	2012-07-01	1.3693
A/Peru/1339/2012	2011-07-01	2012-07-01	1.1143
A/Peru/PER209/2012	2011-07-01	2012-07-01	2.0592
A/Peru/PER072/2012	2011-07-01	2012-07-01	2.0592
A/Peru/PER301/2012	2011-07-01	2012-07-01	1.7360
A/Peru/PER216/2012	2011-07-01	2012-07-01	1.2989
A/Peru/PER175/2012	2011-07-01	2012-07-01	1.3979
A/Peru/PER217/2012	2011-07-01	2012-07-01	2.5474
A/Peru/PER358/2012	2011-07-01	2012-07-01	2.5474
A/Singapore/H2011504C/2011	2011-07-01	2012-07-01	3.4766
A/Perugia/44/2012	2011-07-01	2012-07-01	1.1061
A/Washington/17/2011	2011-07-01	2012-07-01	2.8219
A/Yokohama/125/2012	2011-07-01	2012-07-01	1.1011
A/Philippines/3/2012	2011-07-01	2012-07-01	1.5023
A/Pennsylvania/13/2011	2011-07-01	2012-07-01	2.8461
A/Hyogo/1091/2011	2011-07-01	2012-07-01	1.7843
A/Hyogo/2002/2011	2011-07-01	2012-07-01	2.3751
A/Norway/2350/2011	2011-07-01	2012-07-01	1.8583
A/Saitama-C/140/2011	2011-07-01	2012-07-01	2.7682
A/Victoria/812/2011	2011-07-01	2012-07-01	3.4992
A/Singapore/TT452/2011	2011-07-01	2012-07-01	3.1142
A/HongKong/5063/2011	2011-07-01	2012-07-01	1.4769
A/Hawaii/2/2011	2011-07-01	2012-07-01	3.7975
A/Norway/1762/2011	2011-07-01	2012-07-01	4.3438
A/Ethiopia/93/2012	2011-07-01	2012-07-01	1.0079
A/Petrozavodsk/1/2012	2011-07-01	2012-07-01	1.3291
A/Petrozavodsk/RII01/2012	2011-07-01	2012-07-01	1.5649
A/Iowa/10/2011	2011-07-01	2012-07-01	2.4604
A/WestVirginia/3/2012	2011-07-01	2012-07-01	1.6522
A/Nebraska/15/2011	2011-07-01	2012-07-01	2.3065
A/Kentucky/9/2012	2011-07-01	2012-07-01	1.0054
A/Iowa/11/2011	2011-07-01	2012-07-01	2.6328
A/Niigata-C/80/2012	2011-07-01	2012-07-01	1.0316
A/Iwate/44/2012	2011-07-01	2012-07-01	1.1726
A/Saskatchewan/RV0019/2011	2011-07-01	2012-07-01	1.5644
A/Khorasan/8032/2011	2011-07-01	2012-07-01	2.4418
A/Alborz/96/2012	2011-07-01	2012-07-01	1.6546
A/Lao/I462/2012	2011-07-01	2012-07-01	0.9007
A/Singapore/TT517/2011	2011-07-01	2012-07-01	3.2897
A/Bangladesh/5006/2011	2011-07-01	2012-07-01	3.4565
A/Yamagata/194/2012	2011-07-01	2012-07-01	1.1474
A/Tunisia/15685/2011	2011-07-01	2012-07-01	2.0849
A/Thailand/CU-H3020/2011	2011-07-01	2012-07-01	3.8991
A/Newcastle/181/2011	2011-07-01	2012-07-01	4.2010
A/Utah/12/2011	2011-07-01	2012-07-01	2.3526
A/Singapore/GP1446/2011	2011-07-01	2012-07-01	3.6843
A/Perth/164/2011	2011-07-01	2012-07-01	3.5701
A/Kilifi/24/2011	2011-07-01	2012-07-01	2.8143
A/Kenya/158/2011	2011-07-01	2012-07-01	2.8325
A/PuertoRico/3/2011	2011-07-01	2012-07-01	3.9632
A/PuertoRico/23/2011	2011-07-01	2012-07-01	2.7413
A/Sendai/34/2011	2011-07-01	2012-07-01	2.3131
A/Oujda/144H/2011	2011-07-01	2012-07-01	2.2999
A/England/256/2011	2011-07-01	2012-07-01	3.3324
A/Singapore/EN358/2011	2011-07-01	2012-07-01	3.8535
A/Algeria/G04/2011	2011-07-01	2012-07-01	3.1864
