lbi	replicate	season_end	season_start	strain
1.686	1	2016-07-01	2015-07-01	A/NewYork/68/2015
1.3049	1	2016-07-01	2015-07-01	A/Valdivia/72413/2015
1.4432	1	2016-07-01	2015-07-01	A/Massachusetts/23/2015
1.033	1	2016-07-01	2015-07-01	A/Mexico/2377/2015
0.5861	1	2016-07-01	2015-07-01	A/Colorado/5440/2016
0.8186	1	2016-07-01	2015-07-01	A/Iowa/2/2016
0.809	1	2016-07-01	2015-07-01	A/Texas/85/2016
0.9155	1	2016-07-01	2015-07-01	A/Colorado/11/2016
1.3754	1	2016-07-01	2015-07-01	A/Texas/67/2016
1.6025	1	2016-07-01	2015-07-01	A/Texas/48/2016
1.7121	1	2016-07-01	2015-07-01	A/Texas/83/2016
1.5075	1	2016-07-01	2015-07-01	A/Texas/65/2016
1.8569	1	2016-07-01	2015-07-01	A/Texas/88/2016
1.1549	1	2016-07-01	2015-07-01	A/Texas/173/2016
1.188	1	2016-07-01	2015-07-01	A/Texas/171/2016
1.1566	1	2016-07-01	2015-07-01	A/Georgia/57/2016
1.3107	1	2016-07-01	2015-07-01	A/Texas/170/2016
1.1196	1	2016-07-01	2015-07-01	A/Idaho/34/2016
1.1081	1	2016-07-01	2015-07-01	A/Texas/176/2016
1.1081	1	2016-07-01	2015-07-01	A/Texas/175/2016
1.0533	1	2016-07-01	2015-07-01	A/Mexico/89/2016
1.0183	1	2016-07-01	2015-07-01	A/Arizona/27/2016
0.9059	1	2016-07-01	2015-07-01	A/Arizona/39/2016
1.5046	1	2016-07-01	2015-07-01	A/Washington/35/2016
2.3573	1	2016-07-01	2015-07-01	A/Mexico/2373/2015
1.435	1	2016-07-01	2015-07-01	A/CostaRica/5828/2016
3.1092	1	2016-07-01	2015-07-01	A/Indiana/31/2015
1.7951	1	2016-07-01	2015-07-01	A/Vermont/22/2016
2.2569	1	2016-07-01	2015-07-01	A/Guatemala/5261/2016
1.9272	1	2016-07-01	2015-07-01	A/NorthCarolina/46/2016
2.8203	1	2016-07-01	2015-07-01	A/NewMexico/10/2016
2.0801	1	2016-07-01	2015-07-01	A/Washington/63/2016
1.9023	1	2016-07-01	2015-07-01	A/Colorado/37/2016
2.1705	1	2016-07-01	2015-07-01	A/NewJersey/18/2016
1.7822	1	2016-07-01	2015-07-01	A/SouthCarolina/16/2016
1.6602	1	2016-07-01	2015-07-01	A/SouthCarolina/17/2016
1.6378	1	2016-07-01	2015-07-01	A/SouthCarolina/22/2016
3.5831	1	2016-07-01	2015-07-01	A/Florida/52/2016
1.8566	1	2016-07-01	2015-07-01	A/Idaho/31/2016
2.0936	1	2016-07-01	2015-07-01	A/Ohio/23/2016
2.1192	1	2016-07-01	2015-07-01	A/Washington/72/2016
2.5491	1	2016-07-01	2015-07-01	A/Georgia/49/2016
2.1506	1	2016-07-01	2015-07-01	A/Georgia/56/2016
2.5393	1	2016-07-01	2015-07-01	A/NorthCarolina/41/2016
2.571	1	2016-07-01	2015-07-01	A/Washington/60/2016
2.0983	1	2016-07-01	2015-07-01	A/Wisconsin/67/2016
2.0719	1	2016-07-01	2015-07-01	A/Vermont/28/2016
2.1871	1	2016-07-01	2015-07-01	A/Vermont/20/2016
2.4559	1	2016-07-01	2015-07-01	A/Pennsylvania/65/2016
2.3045	1	2016-07-01	2015-07-01	A/Georgia/53/2016
2.0375	1	2016-07-01	2015-07-01	A/Ohio/24/2016
3.6231	1	2016-07-01	2015-07-01	A/NewYork/25/2016
3.3629	1	2016-07-01	2015-07-01	A/Kentucky/6/2016
3.4694	1	2016-07-01	2015-07-01	A/Florida/53/2016
3.3826	1	2016-07-01	2015-07-01	A/Florida/22/2016
3.1933	1	2016-07-01	2015-07-01	A/Texas/54/2016
3.1746	1	2016-07-01	2015-07-01	A/Indiana/30/2016
1.8757	1	2016-07-01	2015-07-01	A/Pennsylvania/74/2016
1.1846	1	2016-07-01	2015-07-01	A/Bucharest/193605/2016
1.8449	1	2016-07-01	2015-07-01	A/Kansas/2/2016
1.5798	1	2016-07-01	2015-07-01	A/Nevada/22/2016
0.8889	1	2016-07-01	2015-07-01	A/Roraima/141969-IEC/2016
2.1811	1	2016-07-01	2015-07-01	A/SouthDakota/24/2016
1.9339	1	2016-07-01	2015-07-01	A/Wyoming/25/2016
2.1558	1	2016-07-01	2015-07-01	A/Texas/130/2016
2.2196	1	2016-07-01	2015-07-01	A/Delaware/16/2016
1.7794	1	2016-07-01	2015-07-01	A/Idaho/32/2016
1.5478	1	2016-07-01	2015-07-01	A/Idaho/33/2016-egg
1.5478	1	2016-07-01	2015-07-01	A/Idaho/33/2016
2.2685	1	2016-07-01	2015-07-01	A/Iowa/12/2016
2.2658	1	2016-07-01	2015-07-01	A/Utah/32/2016
2.0869	1	2016-07-01	2015-07-01	A/Kentucky/25/2016
2.0345	1	2016-07-01	2015-07-01	A/Pennsylvania/70/2016
2.5669	1	2016-07-01	2015-07-01	A/Hawaii/39/2016
2.8485	1	2016-07-01	2015-07-01	A/Connecticut/18/2016
2.2588	1	2016-07-01	2015-07-01	A/Perth/22/2016
2.3464	1	2016-07-01	2015-07-01	A/Colorado/32/2016
2.3786	1	2016-07-01	2015-07-01	A/Minnesota/63/2016
2.5744	1	2016-07-01	2015-07-01	A/Connecticut/26/2016
1.886	1	2016-07-01	2015-07-01	A/PuertoRico/5/2016
1.9216	1	2016-07-01	2015-07-01	A/PuertoRico/4/2016
1.9219	1	2016-07-01	2015-07-01	A/PuertoRico/3/2016
1.8736	1	2016-07-01	2015-07-01	A/PuertoRico/6/2016
1.6779	1	2016-07-01	2015-07-01	A/Sydney/142/2016
2.2753	1	2016-07-01	2015-07-01	A/Norway/3545/2016
1.9125	1	2016-07-01	2015-07-01	A/Norway/3798/2016
2.1513	1	2016-07-01	2015-07-01	A/Norway/3594/2016
1.9901	1	2016-07-01	2015-07-01	A/Christchurch/5/2016
2.8182	1	2016-07-01	2015-07-01	A/Washington/55/2016
2.3082	1	2016-07-01	2015-07-01	A/Victoria/504/2016
2.1686	1	2016-07-01	2015-07-01	A/Christchurch/1/2016
1.7472	1	2016-07-01	2015-07-01	A/NewZealand/874/2016
0.5705	1	2016-07-01	2015-07-01	A/Cameroon/15V-8786/2015
0.619	1	2016-07-01	2015-07-01	A/Oman/4940/2015
0.6736	1	2016-07-01	2015-07-01	A/Cameroon/15V-7134/2015
0.8921	1	2016-07-01	2015-07-01	A/Cameroon/15V-6741/2015
0.6836	1	2016-07-01	2015-07-01	A/Cameroon/15V-8163/2015
0.7746	1	2016-07-01	2015-07-01	A/Cameroon/15V-7635/2015
0.5784	1	2016-07-01	2015-07-01	A/Cameroon/15V-9237/2015
0.5889	1	2016-07-01	2015-07-01	A/Perth/116/2015
0.4738	1	2016-07-01	2015-07-01	A/Brisbane/188/2015
0.6431	1	2016-07-01	2015-07-01	A/Lao/I751/2015
0.5412	1	2016-07-01	2015-07-01	A/England/335/2015
0.5849	1	2016-07-01	2015-07-01	A/SouthAfrica/R3944/2015
0.6413	1	2016-07-01	2015-07-01	A/SouthAfrica/4244/2015
0.4143	1	2016-07-01	2015-07-01	A/SouthAfrica/R3328/2016
0.4227	1	2016-07-01	2015-07-01	A/SouthAfrica/R3142/2016
0.4651	1	2016-07-01	2015-07-01	A/Congo/560/2016
0.4988	1	2016-07-01	2015-07-01	A/ChiangMai/78/2016
0.6329	1	2016-07-01	2015-07-01	A/Cambodia/1290/2015
0.8576	1	2016-07-01	2015-07-01	A/Norway/2590/2015
1.2393	1	2016-07-01	2015-07-01	A/England/52840541/2015
1.2477	1	2016-07-01	2015-07-01	A/Kilifi/138/2015
0.6217	1	2016-07-01	2015-07-01	A/Kenya/14/2016
0.7122	1	2016-07-01	2015-07-01	A/Kilifi/79/2016
0.8886	1	2016-07-01	2015-07-01	A/Kilifi/74/2015
0.7215	1	2016-07-01	2015-07-01	A/Kilifi/69/2016
0.8929	1	2016-07-01	2015-07-01	A/Iowa/40/2015
0.6297	1	2016-07-01	2015-07-01	A/NewYork/13/2016
0.9006	1	2016-07-01	2015-07-01	A/Florida/80/2015
1.0223	1	2016-07-01	2015-07-01	A/Hawaii/52/2015
0.9831	1	2016-07-01	2015-07-01	A/Hawaii/54/2015
0.8588	1	2016-07-01	2015-07-01	A/Townsville/37/2015
1.1341	1	2016-07-01	2015-07-01	A/Victoria/2139/2015
0.6089	1	2016-07-01	2015-07-01	A/Townsville/38/2015
0.7166	1	2016-07-01	2015-07-01	A/Malaysia/50142/2015
0.9392	1	2016-07-01	2015-07-01	A/Concepcion/75466/2015
1.3808	1	2016-07-01	2015-07-01	A/Argentina/11656/2015
0.6311	1	2016-07-01	2015-07-01	A/Peru/6116/2016
0.6011	1	2016-07-01	2015-07-01	A/Peru/9016/2016
1.0078	1	2016-07-01	2015-07-01	A/Santiago/3142/2016
0.8465	1	2016-07-01	2015-07-01	A/Chanthaburi/594/2015
1.3594	1	2016-07-01	2015-07-01	A/Florida/73/2015
0.6985	1	2016-07-01	2015-07-01	A/Okayama/12/2016
1.125	1	2016-07-01	2015-07-01	A/Alberta/RV2420/2015
1.2362	1	2016-07-01	2015-07-01	A/Nebraska/19/2015
1.5803	1	2016-07-01	2015-07-01	A/Kanagawa/64/2015
1.0697	1	2016-07-01	2015-07-01	A/Lao/I1002/2015
1.2839	1	2016-07-01	2015-07-01	A/Lao/922/2015
1.5363	1	2016-07-01	2015-07-01	A/Lao/I810/2015
1.5363	1	2016-07-01	2015-07-01	A/Lao/1810/2015
1.2503	1	2016-07-01	2015-07-01	A/Lao/SA407/2015
0.9974	1	2016-07-01	2015-07-01	A/Singapore/GP2050/2015
1.192	1	2016-07-01	2015-07-01	A/PrachuapKhiriKhan/149/2015
1.1652	1	2016-07-01	2015-07-01	A/Nonthaburi/146/2015
1.1191	1	2016-07-01	2015-07-01	A/Bangladesh/202004/2015
1.2486	1	2016-07-01	2015-07-01	A/Bangladesh/13003/2015
2.5812	1	2016-07-01	2015-07-01	A/Cambodia/Z0722378/2015
1.3254	1	2016-07-01	2015-07-01	A/Bangladesh/203006/2015
0.9052	1	2016-07-01	2015-07-01	A/Jordan/30124/2016
0.952	1	2016-07-01	2015-07-01	A/Brisbane/68/2016
1.6017	1	2016-07-01	2015-07-01	A/Bangladesh/13004/2015
1.9287	1	2016-07-01	2015-07-01	A/Bangladesh/1014003/2015
1.596	1	2016-07-01	2015-07-01	A/Bangladesh/3806/2015
0.856	1	2016-07-01	2015-07-01	A/Moscow/135/2016
0.6922	1	2016-07-01	2015-07-01	A/Bangladesh/3075/2016
3.7291	1	2016-07-01	2015-07-01	A/Rayong/335/2015
3.0503	1	2016-07-01	2015-07-01	A/Bangladesh/3007/2015
3.1134	1	2016-07-01	2015-07-01	A/Bangladesh/3937/2015
1.6556	1	2016-07-01	2015-07-01	A/Cambodia/FSS31758/2015
0.882	1	2016-07-01	2015-07-01	A/Washington/71/2016
2.9896	1	2016-07-01	2015-07-01	A/Bangladesh/903006/2015
1.0045	1	2016-07-01	2015-07-01	A/Perugia/23/2016
2.1398	1	2016-07-01	2015-07-01	A/Cambodia/1181/2015
0.4975	1	2016-07-01	2015-07-01	A/Mexico/2221/2015
0.5515	1	2016-07-01	2015-07-01	A/Mali/102CS/2015
0.4898	1	2016-07-01	2015-07-01	A/Shiraz/1009/2015
0.5281	1	2016-07-01	2015-07-01	A/Arizona/43/2015
0.5564	1	2016-07-01	2015-07-01	A/Minnesota/51/2015
0.5407	1	2016-07-01	2015-07-01	A/Minnesota/54/2015
0.5162	1	2016-07-01	2015-07-01	A/Minnesota/61/2015
0.4438	1	2016-07-01	2015-07-01	A/Brisbane/6/2016
0.557	1	2016-07-01	2015-07-01	A/Victoria/524/2015
0.636	1	2016-07-01	2015-07-01	A/PuertoRico/2/2015
0.7903	1	2016-07-01	2015-07-01	A/Shiraz/1007/2015
1.2645	1	2016-07-01	2015-07-01	A/Alaska/123/2015
0.9942	1	2016-07-01	2015-07-01	A/Indiana/26/2015
1.2378	1	2016-07-01	2015-07-01	A/Alaska/147/2015
1.421	1	2016-07-01	2015-07-01	A/Alaska/100/2015
0.8372	1	2016-07-01	2015-07-01	A/Brazil/293/2016
2.5181	1	2016-07-01	2015-07-01	A/Brazil/70859/2015
1.5404	1	2016-07-01	2015-07-01	A/Illinois/12/2016
1.323	1	2016-07-01	2015-07-01	A/Hawaii/28/2016
1.3485	1	2016-07-01	2015-07-01	A/Hawaii/17/2016
0.8629	1	2016-07-01	2015-07-01	A/Yokohama/123/2016
1.5242	1	2016-07-01	2015-07-01	A/Illinois/10/2016
0.9238	1	2016-07-01	2015-07-01	A/Dnipro/768/2016
1.128	1	2016-07-01	2015-07-01	A/Slovenia/1307/2016
1.2114	1	2016-07-01	2015-07-01	A/Slovenia/1172/2016
1.8904	1	2016-07-01	2015-07-01	A/California/113/2015
1.5397	1	2016-07-01	2015-07-01	A/Brazil/4182/2016
2.3949	1	2016-07-01	2015-07-01	A/Iowa/54/2015
2.8431	1	2016-07-01	2015-07-01	A/PuertoRico/34/2015
2.8237	1	2016-07-01	2015-07-01	A/PuertoRico/37/2015
3.2623	1	2016-07-01	2015-07-01	A/SaoPaulo/72317/2015
1.1135	1	2016-07-01	2015-07-01	A/Ecuador/2495/2016
0.9808	1	2016-07-01	2015-07-01	A/Argentina/116/2016
1.6315	1	2016-07-01	2015-07-01	A/Iquique/17559/2016
2.388	1	2016-07-01	2015-07-01	A/California/112/2015
2.7405	1	2016-07-01	2015-07-01	A/Santiago/77846/2015
4.4151	1	2016-07-01	2015-07-01	A/Stockholm/40/2015
4.6625	1	2016-07-01	2015-07-01	A/Argentina/11639/2015
2.4061	1	2016-07-01	2015-07-01	A/Colombia/7208/2015
1.5254	1	2016-07-01	2015-07-01	A/Ecuador/220/2016
2.1617	1	2016-07-01	2015-07-01	A/Arizona/26/2016
2.0853	1	2016-07-01	2015-07-01	A/Alabama/2/2016
2.1533	1	2016-07-01	2015-07-01	A/Florida/15/2016
1.7687	1	2016-07-01	2015-07-01	A/Pennsylvania/41/2016
2.2843	1	2016-07-01	2015-07-01	A/California/48/2016
3.1884	1	2016-07-01	2015-07-01	A/California/136/2015
1.1494	1	2016-07-01	2015-07-01	A/Peru/216/2016
2.5439	1	2016-07-01	2015-07-01	A/NewMexico/6/2016
2.0699	1	2016-07-01	2015-07-01	A/NorthDakota/19/2016
1.6867	1	2016-07-01	2015-07-01	A/Utah/33/2016
1.4838	1	2016-07-01	2015-07-01	A/Hawaii/55/2016
1.4478	1	2016-07-01	2015-07-01	A/Hawaii/56/2016
1.998	1	2016-07-01	2015-07-01	A/Minnesota/69/2016
2.3081	1	2016-07-01	2015-07-01	A/Louisiana/17/2016
2.1934	1	2016-07-01	2015-07-01	A/NewHampshire/16/2016
1.6853	1	2016-07-01	2015-07-01	A/Washington/75/2016
2.3821	1	2016-07-01	2015-07-01	A/Delaware/15/2016
2.369	1	2016-07-01	2015-07-01	A/Pennsylvania/37/2016
1.5914	1	2016-07-01	2015-07-01	A/Alaska/22/2016
1.8163	1	2016-07-01	2015-07-01	A/Mississippi/15/2016
1.5233	1	2016-07-01	2015-07-01	A/Alaska/23/2016
0.8063	1	2016-07-01	2015-07-01	A/Oregon/16/2015
0.7998	1	2016-07-01	2015-07-01	A/Ghana/FS-15-0583/2015
0.5653	1	2016-07-01	2015-07-01	A/Ghana/FS-16-0203/2016
1.138	1	2016-07-01	2015-07-01	A/BurkinaFaso/76/2015
0.4669	1	2016-07-01	2015-07-01	A/JiangxiJizhou/1491/2015
0.9389	1	2016-07-01	2015-07-01	A/Hangzhou/A615/2015
0.9123	1	2016-07-01	2015-07-01	A/Hangzhou/A698/2015
0.5702	1	2016-07-01	2015-07-01	A/Keelung/23/2016
0.7388	1	2016-07-01	2015-07-01	A/Liaoning-Lianshan/1460/2015
1.2121	1	2016-07-01	2015-07-01	A/Norway/2561/2015
1.1869	1	2016-07-01	2015-07-01	A/Mie/21/2015
0.9117	1	2016-07-01	2015-07-01	A/Kentucky/15/2015
0.8536	1	2016-07-01	2015-07-01	A/California/107/2015
1.1348	1	2016-07-01	2015-07-01	A/Texas/66/2015
1.0955	1	2016-07-01	2015-07-01	A/Washington/41/2015
1.1942	1	2016-07-01	2015-07-01	A/Alaska/160/2015
0.6697	1	2016-07-01	2015-07-01	A/Gangwon/1602/2015
1.4363	1	2016-07-01	2015-07-01	A/NewYork/64/2015
1.158	1	2016-07-01	2015-07-01	A/Alaska/240/2015
1.1702	1	2016-07-01	2015-07-01	A/Washington/47/2015
1.1626	1	2016-07-01	2015-07-01	A/Montana/28/2015
0.927	1	2016-07-01	2015-07-01	A/California/101/2015
0.8004	1	2016-07-01	2015-07-01	A/Alaska/267/2015
1.0433	1	2016-07-01	2015-07-01	A/Guangdong/743/2015
0.8508	1	2016-07-01	2015-07-01	A/Ontario/RV2433/2015
1.3765	1	2016-07-01	2015-07-01	A/Alaska/196/2015
1.3196	1	2016-07-01	2015-07-01	A/Victoria/852/2015
1.1964	1	2016-07-01	2015-07-01	A/Tokyo/15272/2015
1.2962	1	2016-07-01	2015-07-01	A/Saitama/34/2015
1.148	1	2016-07-01	2015-07-01	A/Kanagawa/63/2015
1.4003	1	2016-07-01	2015-07-01	A/Iceland/10301/2015
1.0803	1	2016-07-01	2015-07-01	A/Hunan-Yueyanglou/1798/2015
1.365	1	2016-07-01	2015-07-01	A/Wakayama-C/104/2015
1.0545	1	2016-07-01	2015-07-01	A/Hunan-Yuhu/1782/2015
1.6574	1	2016-07-01	2015-07-01	A/Okinawa/12/2015
0.9764	1	2016-07-01	2015-07-01	A/Fiji/16/2015
0.7511	1	2016-07-01	2015-07-01	A/Hawaii/13/2016
1.1916	1	2016-07-01	2015-07-01	A/CostaRica/1906/2015
1.0655	1	2016-07-01	2015-07-01	A/CostaRica/4817/2015
1.1236	1	2016-07-01	2015-07-01	A/CostaRica/3047/2015
1.1467	1	2016-07-01	2015-07-01	A/CostaRica/2409/2015
1.0096	1	2016-07-01	2015-07-01	A/Arizona/44/2015
1.0525	1	2016-07-01	2015-07-01	A/California/127/2015
0.8969	1	2016-07-01	2015-07-01	A/Colorado/4/2016
0.4848	1	2016-07-01	2015-07-01	A/England/929/2016
1.1187	1	2016-07-01	2015-07-01	A/Utah/15/2015
1.1451	1	2016-07-01	2015-07-01	A/Hawaii/49/2015
1.0951	1	2016-07-01	2015-07-01	A/Arizona/10/2015
1.0133	1	2016-07-01	2015-07-01	A/Florida/61/2015
0.7936	1	2016-07-01	2015-07-01	A/California/106/2015
0.6439	1	2016-07-01	2015-07-01	A/Florida/6/2016
0.8814	1	2016-07-01	2015-07-01	A/Mie/26/2015
0.6674	1	2016-07-01	2015-07-01	A/Colorado/3/2016
0.6619	1	2016-07-01	2015-07-01	A/Sydney/9/2016
0.8289	1	2016-07-01	2015-07-01	A/Hawaii/77/2015
0.8289	1	2016-07-01	2015-07-01	A/Arizona/24/2015
1.0867	1	2016-07-01	2015-07-01	A/Maine/43/2015
1.6795	1	2016-07-01	2015-07-01	A/PuertoRico/12/2015
0.9271	1	2016-07-01	2015-07-01	A/Colombia/7207/2015
2.1765	1	2016-07-01	2015-07-01	A/Iquique/51189/2015
1.1718	1	2016-07-01	2015-07-01	A/Colombia/7113/2015
1.3348	1	2016-07-01	2015-07-01	A/Colombia/6844/2015
2.1194	1	2016-07-01	2015-07-01	A/Tennessee/20/2015
1.8961	1	2016-07-01	2015-07-01	A/California/83/2015
1.5553	1	2016-07-01	2015-07-01	A/Maine/41/2015
1.8235	1	2016-07-01	2015-07-01	A/Alaska/251/2015
1.498	1	2016-07-01	2015-07-01	A/Alberta/RV2402/2015
2.1069	1	2016-07-01	2015-07-01	A/PuertoRico/26/2015
2.021	1	2016-07-01	2015-07-01	A/PuertoRico/11/2015
1.8534	1	2016-07-01	2015-07-01	A/PuertoRico/15/2015
1.8789	1	2016-07-01	2015-07-01	A/PuertoRico/13/2015
1.145	1	2016-07-01	2015-07-01	A/California/124/2015
1.1237	1	2016-07-01	2015-07-01	A/Victoria/455/2015
1.1068	1	2016-07-01	2015-07-01	A/Colorado/39/2015
1.0985	1	2016-07-01	2015-07-01	A/California/137/2015
1.3648	1	2016-07-01	2015-07-01	A/Arizona/29/2015
1.2932	1	2016-07-01	2015-07-01	A/California/117/2015
0.6042	1	2016-07-01	2015-07-01	A/Ecuador/2673/2016
1.4886	1	2016-07-01	2015-07-01	A/NewYork/62/2015
1.5223	1	2016-07-01	2015-07-01	A/Ohio/26/2015
0.6452	1	2016-07-01	2015-07-01	A/Vietnam/6029/2016
0.967	1	2016-07-01	2015-07-01	A/Vietnam/148/2015
1.4557	1	2016-07-01	2015-07-01	A/Arizona/13/2015
1.0423	1	2016-07-01	2015-07-01	A/Oman/5691/2015
1.549	1	2016-07-01	2015-07-01	A/Bangladesh/807002/2015
0.8625	1	2016-07-01	2015-07-01	A/Ethiopia/1780/2015
1.8814	1	2016-07-01	2015-07-01	A/Oman/5287/2015
1.3695	1	2016-07-01	2015-07-01	A/Oman/5009/2015
0.6945	1	2016-07-01	2015-07-01	A/Ontario/196/2016
1.4263	1	2016-07-01	2015-07-01	A/Paris/1787/2015
1.5049	1	2016-07-01	2015-07-01	A/Oman/5011/2015
1.3443	1	2016-07-01	2015-07-01	A/Oman/5422/2015
1.5212	1	2016-07-01	2015-07-01	A/Niger/3109/2015
1.4177	1	2016-07-01	2015-07-01	A/Georgia/13/2015
1.3358	1	2016-07-01	2015-07-01	A/Hawaii/44/2015
1.3385	1	2016-07-01	2015-07-01	A/Kanagawa/61/2015
1.1153	1	2016-07-01	2015-07-01	A/PuertoMontt/73064/2015
1.5618	1	2016-07-01	2015-07-01	A/Santiago/51455/2015
1.1294	1	2016-07-01	2015-07-01	A/Michigan/66/2015
1.1959	1	2016-07-01	2015-07-01	A/Montana/30/2015
1.1408	1	2016-07-01	2015-07-01	A/SouthDakota/39/2015
1.7054	1	2016-07-01	2015-07-01	A/Iowa/28/2015
1.7551	1	2016-07-01	2015-07-01	A/Alaska/135/2015
1.9761	1	2016-07-01	2015-07-01	A/Alaska/124/2015
1.7876	1	2016-07-01	2015-07-01	A/Ohio/22/2015
2.2723	1	2016-07-01	2015-07-01	A/Florida/55/2015
2.2969	1	2016-07-01	2015-07-01	A/Alaska/84/2015
2.3067	1	2016-07-01	2015-07-01	A/Alaska/113/2015
2.3545	1	2016-07-01	2015-07-01	A/Alaska/109/2015
1.4177	1	2016-07-01	2015-07-01	A/NewJersey/56/2015
2.1889	1	2016-07-01	2015-07-01	A/Alaska/133/2015
2.3231	1	2016-07-01	2015-07-01	A/Alaska/129/2015
2.1726	1	2016-07-01	2015-07-01	A/NewYork/WC-LVD-15-045/2015
2.1726	1	2016-07-01	2015-07-01	A/NewYork/58/2015
1.5942	1	2016-07-01	2015-07-01	A/Hawaii/65/2015
1.5546	1	2016-07-01	2015-07-01	A/Hawaii/72/2015
1.8341	1	2016-07-01	2015-07-01	A/NewYork/67/2015
1.7911	1	2016-07-01	2015-07-01	A/Alaska/245/2015
2.631	1	2016-07-01	2015-07-01	A/Alaska/120/2015
2.7222	1	2016-07-01	2015-07-01	A/Alaska/122/2015
2.7561	1	2016-07-01	2015-07-01	A/Alaska/99/2015
2.7678	1	2016-07-01	2015-07-01	A/Alaska/82/2015
2.6933	1	2016-07-01	2015-07-01	A/NewYork/55/2015
2.8654	1	2016-07-01	2015-07-01	A/Alaska/91/2015
2.8649	1	2016-07-01	2015-07-01	A/Alaska/115/2015
1.902	1	2016-07-01	2015-07-01	A/England/334/2015
1.9945	1	2016-07-01	2015-07-01	A/Alaska/212/2015
1.9806	1	2016-07-01	2015-07-01	A/England/333/2015
1.9274	1	2016-07-01	2015-07-01	A/Alabama/11/2015
1.8014	1	2016-07-01	2015-07-01	A/Alaska/248/2015
1.8889	1	2016-07-01	2015-07-01	A/Alaska/228/2015
1.9466	1	2016-07-01	2015-07-01	A/Alaska/201/2015
1.9334	1	2016-07-01	2015-07-01	A/Alabama/10/2015
0.9182	1	2016-07-01	2015-07-01	A/Cameroon/15V-7288/2015
1.5754	1	2016-07-01	2015-07-01	A/Guangdong/716/2015
1.1184	1	2016-07-01	2015-07-01	A/Tokyo/15435/2015
1.8529	1	2016-07-01	2015-07-01	A/Hangzhou/A689/2015
1.2914	1	2016-07-01	2015-07-01	A/Brisbane/195/2015
1.4649	1	2016-07-01	2015-07-01	A/Yunnan-Wenshan/1893/2015
2.1451	1	2016-07-01	2015-07-01	A/Sydney/248/2015
1.8468	1	2016-07-01	2015-07-01	A/Hyogo/2001/2015
1.5481	1	2016-07-01	2015-07-01	A/Alberta/RV2481/2015
1.9734	1	2016-07-01	2015-07-01	A/California/98/2015
1.9584	1	2016-07-01	2015-07-01	A/Pennsylvania/40/2015
1.4702	1	2016-07-01	2015-07-01	A/Arizona/41/2015
1.7002	1	2016-07-01	2015-07-01	A/Florida/89/2015
0.6654	1	2016-07-01	2015-07-01	A/Kanagawa/197/2016
2.3422	1	2016-07-01	2015-07-01	A/Vietnam/154/2015
2.1516	1	2016-07-01	2015-07-01	A/Niigata/1057/2015
1.0455	1	2016-07-01	2015-07-01	A/Miyagi/35/2016
1.4151	1	2016-07-01	2015-07-01	A/Linkou/51/2016
0.7299	1	2016-07-01	2015-07-01	A/Yunnan-Linxiang/1718/2016
1.2765	1	2016-07-01	2015-07-01	A/Iwate/7/2016
1.6826	1	2016-07-01	2015-07-01	A/Hawaii/78/2015
1.5865	1	2016-07-01	2015-07-01	A/Nevada/39/2015
1.4931	1	2016-07-01	2015-07-01	A/Alberta/RV0043/2016
2.5421	1	2016-07-01	2015-07-01	A/Oman/5270/2015
2.166	1	2016-07-01	2015-07-01	A/Bangladesh/5006/2015
1.881	1	2016-07-01	2015-07-01	A/Bangladesh/1002002/2015
2.2931	1	2016-07-01	2015-07-01	A/Bangladesh/5001/2015
1.881	1	2016-07-01	2015-07-01	A/Bangladesh/1151/2015
4.4858	1	2016-07-01	2015-07-01	A/Norway/2587/2015
3.444	1	2016-07-01	2015-07-01	A/Pennsylvania/32/2015
3.651	1	2016-07-01	2015-07-01	A/Chungbuk/1594/2015
1.0761	1	2016-07-01	2015-07-01	A/Fiji/31/2016
1.2026	1	2016-07-01	2015-07-01	A/Santiago/24151/2016
1.8091	1	2016-07-01	2015-07-01	A/SriLanka/63/2015
1.122	1	2016-07-01	2015-07-01	A/Iowa/20/2016
2.5716	1	2016-07-01	2015-07-01	A/Brisbane/206/2016
1.8603	1	2016-07-01	2015-07-01	A/Odessa/700/2016
1.8619	1	2016-07-01	2015-07-01	A/Dnipro/581/2016
1.4713	1	2016-07-01	2015-07-01	A/England/61580216/2016
1.2288	1	2016-07-01	2015-07-01	A/Iceland/59/2016
0.977	1	2016-07-01	2015-07-01	A/Nebraska/20/2016
2.1159	1	2016-07-01	2015-07-01	A/Brisbane/30/2016
3.7681	1	2016-07-01	2015-07-01	A/Maryland/18/2015
1.2452	1	2016-07-01	2015-07-01	A/Dnipro/767/2016
1.5643	1	2016-07-01	2015-07-01	A/Dnipro/764/2016
1.9849	1	2016-07-01	2015-07-01	A/Colorado/15/2015
2.7549	1	2016-07-01	2015-07-01	A/NewYork/79/2015
5.136	1	2016-07-01	2015-07-01	A/Alaska/232/2015-egg
2.5307	1	2016-07-01	2015-07-01	A/HongKong/50/2016-egg
7.6547	1	2016-07-01	2015-07-01	A/Hyogo/1041/2015
1.4207	1	2016-07-01	2015-07-01	A/Jordan/20455/2016
2.6877	1	2016-07-01	2015-07-01	A/Singapore/INFGP-16-0030/2016
2.3381	1	2016-07-01	2015-07-01	A/Singapore/INFEN-16-0057/2016
2.6705	1	2016-07-01	2015-07-01	A/Singapore/INFGP-16-0051/2016
